538281056,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjM5NywiZXhwIjoiXC9EYXRlKDE1NDgwNDk3MDM5MzcpXC8ifQ.I0BwZZY4Xu9dSsxABr8Nq8Q2qsHkh01P0WyTyDeo3eU,user0538281056@perf.com,Perf-guycw,jpytgqpsaa,397,7.67E+12,488281056
553998194,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjM5OCwiZXhwIjoiXC9EYXRlKDE1NDgwNDk3MDQzNDUpXC8ifQ.nhPbFTAfen-FVSjZgKRfNwhq6eRHNNjpT5omyjHOSPQ,user0553998194@perf.com,Perf-gctor,wtwqkchydr,398,7.67E+12,683998194
582854362,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjM5OSwiZXhwIjoiXC9EYXRlKDE1NDgwNDk3MDQ0MjMpXC8ifQ.vo5Anj2xiS91ci4gyW-928spQ8uEd-g7nPq4rC0Oixc,user0582854362@perf.com,Perf-disdy,ohvseoqeig,399,7.67E+12,712854362
559769428,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjQwMCwiZXhwIjoiXC9EYXRlKDE1NDgwNDk3MDQ1NDgpXC8ifQ.DbSjCOvXpts7fzsiRjNmWoGb9vZ13CPmmVEVBpanEXs,user0559769428@perf.com,Perf-hfiaq,xlwfithttb,400,7.67E+12,689769428
517317160,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjQwMSwiZXhwIjoiXC9EYXRlKDE1NDgwNDk3MDQ2NDEpXC8ifQ.LCyNlZ5x8N9vmLDBHET99hBkPfVzUdg-yZNz0OM5YqI,user0517317160@perf.com,Perf-lvdky,kkptvxkgaj,401,7.67E+12,827317160
521710529,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjQwMiwiZXhwIjoiXC9EYXRlKDE1NDgwNDk3MDc0MzgpXC8ifQ.k-rDVI8RgHQLlEknYXcexRmR2_qeAXf94hzaKVLalrA,user0521710529@perf.com,Perf-bbvgu,eldiyuyjvv,402,7.67E+12,741710529
573677955,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjQwMywiZXhwIjoiXC9EYXRlKDE1NDgwNDk3MDc3MzUpXC8ifQ.U1gMSyywqr3WFiyuPQhMKJLYwpj8zqjocBixpqskw54,user0573677955@perf.com,Perf-hhsmc,uovsynwvpq,403,7.67E+12,523677955
536939353,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjQwNCwiZXhwIjoiXC9EYXRlKDE1NDgwNDk3MDc3NjYpXC8ifQ.U0WYiThNlKyf2AY5jVgxRIkmbmAH48OQEf52eu9G5WM,user0536939353@perf.com,Perf-arcpf,nvdmqzdycb,404,7.67E+12,846939353
599232514,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjQwNSwiZXhwIjoiXC9EYXRlKDE1NDgwNDk3MDc5MzgpXC8ifQ._Krlw2BSTHiThXfkmJalHRGwz-E_4jY-hYd6O5UWYeo,user0599232514@perf.com,Perf-vqbft,booaptvqnf,405,7.67E+12,459232514
576506005,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjQwNiwiZXhwIjoiXC9EYXRlKDE1NDgwNDk3MDgyODIpXC8ifQ.XjZ3GVA7W3e1RXtCbf5_zX0HwU6LuyH1G0wHZuSzRTk,user0576506005@perf.com,Perf-lwukm,pxbgkahmsr,406,7.67E+12,706506005
579677231,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjQ5OSwiZXhwIjoiXC9EYXRlKDE1NDgwNTgxNDkyMTUpXC8ifQ.8YMpb5Ms9pJ3jMhCZqAPUp1gmVQB5NRwOieXQdJdpRc,user0579677231@perf.com,Perf-cpzyl,kqmlxkxrmf,499,7.67E+12,259677231
528152121,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjUwMCwiZXhwIjoiXC9EYXRlKDE1NDgwNTgxNDkzOTIpXC8ifQ.F7fSD1PXS6RZUUTcgM5Tyls7u8kZzm_lgu_IqMHUXb4,user0528152121@perf.com,Perf-kgebo,tsenmkjgoy,500,7.67E+12,298152121
556207548,eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1aWQiOjUwMSwiZXhwIjoiXC9EYXRlKDE1NDgwNTgxNDk1OTApXC8ifQ.FnskSsPvayZ5315JrOeCbJIXDeY6diFxcK1qJKd48Cc,user0556207548@perf.com,Perf-ndmgv,llghdmfozx,501,7.67E+12,236207548
